"","gene","D","T1","T2"
"1","Pocillopora_acuta_HIv2___RNAseq.24828_t",0.660151982373868,-0.888172051713713,0.629996150826065
"2","Pocillopora_acuta_HIv2___RNAseq.g11410.t1",1.06823355301468,-1.08724677316533,0.542638623396438
"3","Pocillopora_acuta_HIv2___RNAseq.g11422.t1",0.0877473958202144,-0.818234606369378,0.542572739984106
"4","Pocillopora_acuta_HIv2___RNAseq.g11486.t1",-0.339438822111612,-0.75691454410114,1.38844668883539
"5","Pocillopora_acuta_HIv2___RNAseq.g11726.t1",0.473681076649669,-0.814510513094557,0.564262999354721
"6","Pocillopora_acuta_HIv2___RNAseq.g11843.t1",0.206278632599705,-0.843685326058441,0.880418581883326
"7","Pocillopora_acuta_HIv2___RNAseq.g12087.t1",0.147167972591326,-0.926737659010643,0.763971414092049
"8","Pocillopora_acuta_HIv2___RNAseq.g12651.t1",0.898136556009908,-0.81965175505375,0.34033518163399
"9","Pocillopora_acuta_HIv2___RNAseq.g12755.t1",-0.108898745950481,-0.871372060803623,1.12214528362123
"10","Pocillopora_acuta_HIv2___RNAseq.g12908.t1",1.22672089209775,-0.901515262670862,0.237146910477042
"11","Pocillopora_acuta_HIv2___RNAseq.g13154.t1",0.648051057424932,-0.788739126938189,0.886680444377733
"12","Pocillopora_acuta_HIv2___RNAseq.g13228.t1",0.772800866295285,-1.02845145392619,0.784438835334007
"13","Pocillopora_acuta_HIv2___RNAseq.g1333.t1",0.896775900618938,-1.00647995755565,0.781853927628034
"14","Pocillopora_acuta_HIv2___RNAseq.g13351.t1",0.41417662134476,-0.939055370056896,1.10326239255001
"15","Pocillopora_acuta_HIv2___RNAseq.g13386.t1",0.822495090230596,-0.771818491775349,-0.00491331997238898
"16","Pocillopora_acuta_HIv2___RNAseq.g13921.t1",0.75642375328675,-0.79118101046687,-0.289875061788192
"17","Pocillopora_acuta_HIv2___RNAseq.g14124.t1",0.887222270951291,-0.751212692968081,0.37845256168339
"18","Pocillopora_acuta_HIv2___RNAseq.g14286.t1a",0.252399327420731,-0.853997197414168,0.255466970312045
"19","Pocillopora_acuta_HIv2___RNAseq.g14288.t1",0.0862372884460072,-1.01065360916408,1.18699417827239
"20","Pocillopora_acuta_HIv2___RNAseq.g14798.t1",0.760860317479172,-0.770247655235893,0.236220488248936
"21","Pocillopora_acuta_HIv2___RNAseq.g14850.t1",0.269871740132322,-0.96398721000284,0.948494142625607
"22","Pocillopora_acuta_HIv2___RNAseq.g15090.t1",0.793690447501266,-1.02972183780927,0.693618760709363
"23","Pocillopora_acuta_HIv2___RNAseq.g15136.t1",1.39765058457372,-0.854942046144528,-0.010462442855216
