"gene","D","T1","T2"
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1",-1.21636292486381,-0.217603158427139,0.823180166197669
"Pocillopora_acuta_HIv2___RNAseq.g10172.t1",-0.770810835147693,-0.125085919398789,1.06934880369342
"Pocillopora_acuta_HIv2___RNAseq.g10304.t1",-0.840448105335607,-0.264378526624929,1.22377186240297
"Pocillopora_acuta_HIv2___RNAseq.g11486.t1",-0.339438822111612,-0.75691454410114,1.38844668883539
"Pocillopora_acuta_HIv2___RNAseq.g11646.t1",-1.14981674579817,-0.214636817697812,1.01782609710248
"Pocillopora_acuta_HIv2___RNAseq.g11843.t1",0.206278632599705,-0.843685326058441,0.880418581883326
"Pocillopora_acuta_HIv2___RNAseq.g12087.t1",0.147167972591326,-0.926737659010643,0.763971414092049
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a",-0.640814685077009,-0.511469173327219,1.09715560990005
"Pocillopora_acuta_HIv2___RNAseq.g12232.t1",-1.03839436179677,-0.257729743598874,1.01667200679673
"Pocillopora_acuta_HIv2___RNAseq.g12339.t1",-0.408383463807004,-0.42682737517228,0.834977294818842
"Pocillopora_acuta_HIv2___RNAseq.g12421.t1",-0.857175766451781,-0.314438020819625,0.8408063468215
"Pocillopora_acuta_HIv2___RNAseq.g1252.t1",-0.970316880771731,-0.115389739768088,1.13844802975796
"Pocillopora_acuta_HIv2___RNAseq.g12755.t1",-0.108898745950481,-0.871372060803623,1.12214528362123
"Pocillopora_acuta_HIv2___RNAseq.g12964.t1",-0.771456888335055,-0.404297506977898,1.01684458860362
"Pocillopora_acuta_HIv2___RNAseq.g13154.t1",0.648051057424932,-0.788739126938189,0.886680444377733
"Pocillopora_acuta_HIv2___RNAseq.g13183.t1b",-0.64821381115079,-0.290606395848974,1.20418246699358
"Pocillopora_acuta_HIv2___RNAseq.g13228.t1",0.772800866295285,-1.02845145392619,0.784438835334007
"Pocillopora_acuta_HIv2___RNAseq.g1333.t1",0.896775900618938,-1.00647995755565,0.781853927628034
"Pocillopora_acuta_HIv2___RNAseq.g13349.t1",-0.320135857097435,-0.72920961982867,1.46478440113173
"Pocillopora_acuta_HIv2___RNAseq.g13351.t1",0.41417662134476,-0.939055370056896,1.10326239255001
"Pocillopora_acuta_HIv2___RNAseq.g13851.t1",0.0518963967321961,-0.451415230332509,0.84992028477162
"Pocillopora_acuta_HIv2___RNAseq.g1397.t1",-0.938067456550629,-0.181141709889894,1.28357412151564
"Pocillopora_acuta_HIv2___RNAseq.g14046.t1",-0.891712157655045,-0.472925386637278,1.04699687979669
"Pocillopora_acuta_HIv2___RNAseq.g14288.t1",0.0862372884460072,-1.01065360916408,1.18699417827239
"Pocillopora_acuta_HIv2___RNAseq.g14783.t1",-0.318046705304933,-0.616658221900378,1.0556507053573
"Pocillopora_acuta_HIv2___RNAseq.g14850.t1",0.269871740132322,-0.96398721000284,0.948494142625607
"Pocillopora_acuta_HIv2___RNAseq.g15288.t1",0.467597643775947,-0.811186534614411,0.871240426845833
"Pocillopora_acuta_HIv2___RNAseq.g15801.t1",0.700525335704123,-1.12271255684374,0.800547538023742
"Pocillopora_acuta_HIv2___RNAseq.g16090.t1",-0.31554391896916,-0.539697575452597,0.965365013876286
"Pocillopora_acuta_HIv2___RNAseq.g16133.t1a",0.218608718834152,-1.08205644672923,0.936597005776066
"Pocillopora_acuta_HIv2___RNAseq.g16866.t1c",-0.860675541815998,-0.0521790551065997,0.942869482187411
"Pocillopora_acuta_HIv2___RNAseq.g16915.t1",0.37482347689614,-0.697705501924647,0.89962431383157
"Pocillopora_acuta_HIv2___RNAseq.g16923.t1",-0.63586770118248,0.087861921013918,0.833867141923621
"Pocillopora_acuta_HIv2___RNAseq.g17053.t1",0.655645191543099,-0.901259700281442,0.904065094659405
"Pocillopora_acuta_HIv2___RNAseq.g17061.t1",0.795353199036686,-0.794308913500676,0.773635594200567
"Pocillopora_acuta_HIv2___RNAseq.g17112.t1",-0.893311466364801,-0.095052061497375,0.880989016632427
"Pocillopora_acuta_HIv2___RNAseq.g17113.t1",0.257856948040441,-1.06002440382638,1.07140722211877
"Pocillopora_acuta_HIv2___RNAseq.g17557.t1",-0.79358688587206,-0.00607141015565425,0.876996072219392
"Pocillopora_acuta_HIv2___RNAseq.g20498.t1",-0.593826375362464,-0.28763434136175,0.856240704429346
"Pocillopora_acuta_HIv2___RNAseq.g21230.t1",-0.996505084728416,-0.295609773090534,1.02819236864172
"Pocillopora_acuta_HIv2___RNAseq.g21246.t1",-0.794288743938452,-0.235265248569869,0.970086993013803
"Pocillopora_acuta_HIv2___RNAseq.g21249.t1",-0.175009122323883,-0.451648401103738,0.883310521582696
"Pocillopora_acuta_HIv2___RNAseq.g2157.t1",0.252737071043676,-0.657293694507249,0.836596431710394
"Pocillopora_acuta_HIv2___RNAseq.g21665.t1",-0.697234135898836,-0.555005373510267,1.16538546472211
"Pocillopora_acuta_HIv2___RNAseq.g23399.t1",-0.915064317566205,-0.273759649932053,0.904941492332512
"Pocillopora_acuta_HIv2___RNAseq.g24175.t1",0.357442650453049,-1.20565016843924,0.844998794169937
"Pocillopora_acuta_HIv2___RNAseq.g24321.t1",-1.02597690645712,0.178523405888102,0.824504397220432
"Pocillopora_acuta_HIv2___RNAseq.g25041.t1",-0.957693509298047,-0.302790112874032,0.992597375904586
"Pocillopora_acuta_HIv2___RNAseq.g25554.t1",0.745619601455312,-1.08303133360579,0.833332676615305
"Pocillopora_acuta_HIv2___RNAseq.g25875.t1",-0.872476597001215,-0.31574575046655,1.32927199586188
"Pocillopora_acuta_HIv2___RNAseq.g26221.t1",0.135852734218667,-0.800727129919869,0.93506867380592
"Pocillopora_acuta_HIv2___RNAseq.g26238.t1",0.777678776523959,-0.0829955577147976,0.777678776523959
"Pocillopora_acuta_HIv2___RNAseq.g26421.t1",-0.843991555648615,-0.558493994650436,1.10407910183444
"Pocillopora_acuta_HIv2___RNAseq.g26477.t1",-1.13840139697531,0.230235392397587,0.842323075470031
"Pocillopora_acuta_HIv2___RNAseq.g26750.t1a",-0.777599804509924,-0.59986727425538,1.14876113141876
"Pocillopora_acuta_HIv2___RNAseq.g2695.t1",-0.126006296549145,-0.905608933384094,1.1184382691187
"Pocillopora_acuta_HIv2___RNAseq.g27376.t1",-0.229362718399776,-0.855560848660106,1.13946126507127
"Pocillopora_acuta_HIv2___RNAseq.g28068.t1",0.541427479689057,-1.05028179883672,0.861258545591054
"Pocillopora_acuta_HIv2___RNAseq.g282.t1",-0.260628422200113,-0.744153699673471,1.20398491514773
"Pocillopora_acuta_HIv2___RNAseq.g28270.t1",-0.719982919303748,0.00122838201257505,1.00793698739709
"Pocillopora_acuta_HIv2___RNAseq.g28827.t1",0.391199287757627,-0.97272314990631,1.13641209857857
"Pocillopora_acuta_HIv2___RNAseq.g28881.t1",-0.786150992402268,-0.166861813143239,1.27374466070056
"Pocillopora_acuta_HIv2___RNAseq.g29880.t1b",-0.164928375392479,-0.65499322643112,0.782051211314983
"Pocillopora_acuta_HIv2___RNAseq.g3478.t1",-0.88897739810612,-0.251989726494811,1.29660023492509
"Pocillopora_acuta_HIv2___RNAseq.g4239.t1",-1.00392990347,0.491616093775577,1.13209567326856
