"","gene","D","T1","T2"
"1","Pocillopora_acuta_HIv2___RNAseq.27513_t",-0.916019131059909,0.977324565869858,-0.56694550841336
"2","Pocillopora_acuta_HIv2___RNAseq.29624_t",-0.485447291291852,1.07090434786497,-0.675100465803668
"3","Pocillopora_acuta_HIv2___RNAseq.8601_t",-1.08951235726617,1.03536281398382,-0.344661079325672
"4","Pocillopora_acuta_HIv2___RNAseq.g11334.t1b",-0.646300069072603,0.822669439586632,-0.613400311875762
"5","Pocillopora_acuta_HIv2___RNAseq.g12000.t1",-1.15596050748986,1.10739217217821,-0.257946286236108
"6","Pocillopora_acuta_HIv2___RNAseq.g1265.t2",-0.541525785050706,0.983836517552821,-0.599725427561464
"7","Pocillopora_acuta_HIv2___RNAseq.g13086.t1",0.188732046301181,0.812249467065459,-1.10941362506887
"8","Pocillopora_acuta_HIv2___RNAseq.g1321.t1",0.0661347617832114,0.79284450090394,-1.42002207707587
"9","Pocillopora_acuta_HIv2___RNAseq.g13759.t1",-1.12531832404895,0.758831216127113,0.339879199898985
"10","Pocillopora_acuta_HIv2___RNAseq.g14466.t1",-0.472741338624791,0.831203820349657,-0.464287009614825
"11","Pocillopora_acuta_HIv2___RNAseq.g1468.t1",-0.7719135426304,0.759990994062047,-0.00750857374493265
"12","Pocillopora_acuta_HIv2___RNAseq.g1469.t1",-1.02987533526745,1.08305732953343,-0.250229881403015
"13","Pocillopora_acuta_HIv2___RNAseq.g14915.t1",0.512399432482151,0.8005540069233,-1.03060440398449
"14","Pocillopora_acuta_HIv2___RNAseq.g15656.t1",-0.26971854610082,1.00144311478975,-1.08603868638109
"15","Pocillopora_acuta_HIv2___RNAseq.g16398.t1",-0.943470784972881,1.11766662441451,-0.192973096291052
"16","Pocillopora_acuta_HIv2___RNAseq.g16498.t1",-0.58864781070394,0.868001029962656,-0.695898222176214
"17","Pocillopora_acuta_HIv2___RNAseq.g16548.t1",0.444389822686025,0.778174750345198,-1.05456910457787
"18","Pocillopora_acuta_HIv2___RNAseq.g16776.t1",-0.428913045375899,0.783808718335104,-0.288796407100218
